data_ref_safra,seller_id,uf,tot_orders_12m,tot_items_12m,tot_items_dist_12m,receita_12m,recencia,nao_revendeu_next_6m
2018-01-01,8d46553a36e68f95350a200c12f8f2e2,SP,8,10,5,160.00000000000003,71,0
2018-01-01,8d79c8a04e42d722a75097ce5cbcf2ef,CE,25,26,3,2477.920000000001,91,0
2018-01-01,8d92f3ea807b89465643c219455e7369,SP,3,8,3,121.2,303,1
2018-01-01,8d956fec2e4337affcb520f56fd8cbfd,SP,6,8,4,357.92,5,0
2018-01-01,8e2b3afb420011ef0c88c9d5f11ea526,SP,1,1,1,140.9,48,0
2018-01-01,8e670472e453ba34a379331513d6aab1,MG,1,1,1,975.0,116,1
2018-01-01,8e6cc767478edae941d9bd9eb778d77a,MG,94,102,55,5223.999999999999,36,0
2018-01-01,8e6d7754bc7e0f22c96d255ebda59eba,SP,1,1,1,235.92,1,0
2018-01-01,8e8a7ce9f2f970dc00e2acf6f6e199f6,RJ,3,3,2,403.0,1,0
2018-01-01,8ea394aed8138685abe1eb9f25e1021d,SP,1,1,1,670.0,1,0
2018-01-01,8eb88b0acb3f90a717ad659221471fa7,SC,1,1,1,59.9,101,0
2018-01-01,8ec76bb0965af3f007692b26fa9d6623,SC,1,1,1,1999.0,43,1
2018-01-01,8f0fbe2cd4d472157dc1cdef6edecaa9,SP,2,2,2,71.88,111,1
2018-01-01,8f119a0aee85c0c8fc534629734e94fd,SP,49,50,15,2529.3900000000012,22,0
2018-01-01,8f2b51a30523cdecddc2f179f351c7d6,SP,7,8,4,1027.9,182,1
2018-01-01,8f2ce03f928b567e3d56181ae20ae952,SP,47,50,36,5900.099999999998,8,0
2018-01-01,8f54d64f28a993550aa7943f12572959,MG,4,5,4,595.5,24,0
2018-01-01,8f580d36c1e9d6fbce95283403c7d447,SP,1,1,1,625.6,13,0
2018-01-01,8f78f0903005064036736c7173a5c2ed,MG,8,13,8,1504.5000000000005,5,0
2018-01-01,8fdca8e349553f99bc738833a62c8802,SP,21,28,4,881.35,144,1
2018-01-01,8fe8786ee000001ab51d030dfd4a7bf1,SC,1,1,1,439.0,41,0
2018-01-01,8ff1a9df749e454105c55cda13e79143,SP,6,6,3,439.4,26,0
2018-01-01,8ff38bc3969e67c36c48343a07090f66,SP,2,8,1,3472.0,93,1
2018-01-01,900ba814c251a692506d7834c1218441,SP,32,32,7,10568.29,20,0
2018-01-01,901b460cdce0c64e471230d7f2f9f3a3,RS,2,2,2,798.0,14,0
2018-01-01,903037660cf848a717166eb7a06d616e,SP,17,22,14,1716.0200000000002,30,0
2018-01-01,91543f9849d68d023e17194926598543,SC,3,5,5,765.0,42,0
2018-01-01,916748bc99315c2d202898ae58b1617e,SP,25,32,5,369.39999999999986,36,1
2018-01-01,916c9de0b5ad957346eeeb12f332687e,PR,5,5,3,1070.0,16,0
2018-01-01,918717417d88a9f9ae9735567e6c7682,SP,1,1,1,119.9,12,0
2018-01-01,918f6fbcf3ab724d805867303e593a1b,SP,2,3,2,79.69999999999999,304,1
2018-01-01,9198786624eaeb375793215cad26cfa6,SC,3,4,3,303.6,263,0
2018-01-01,91f0eec23d4a61d7d7caeefa3f0ad1ca,SC,4,4,2,796.9,3,0
2018-01-01,91f5779a8731baca4809fdeade81803f,RJ,2,2,2,149.5,39,0
2018-01-01,91f848e9f4be368f4318775aac733370,SP,60,70,10,5668.609999999993,152,1
2018-01-01,9200e6ce317b67196b6b0bad4d4bd567,RJ,1,1,1,36.9,278,1
2018-01-01,921323538c9f1c4e816f2720eac02bea,SP,1,1,1,23.99,36,0
2018-01-01,92c8bc6e8f925792247656fed09aad65,SP,2,2,2,134.8,111,1
2018-01-01,92d14edfb62ee5ae7fdff70b0f4e7233,SP,4,9,3,162.0,33,0
2018-01-01,92eb0f42c21942b6552362b9b114707d,SP,170,178,25,3339.4599999999955,61,0
2018-01-01,933446e9a59dece7ae9175103820ca8f,PR,1,1,1,64.99,340,1
2018-01-01,934ed5cd1b9c1c7382d0a94a94b9e639,PR,1,1,1,125.85,323,1
2018-01-01,93b9a99027bd8bd6af682aff18dd19bf,SP,9,10,8,760.0,12,0
2018-01-01,93bef6edaa84956e8e575016449b6351,SP,1,1,1,115.0,156,1
2018-01-01,93dc87703c046b603023e75222018b45,MG,8,8,7,1357.35,15,0
2018-01-01,94144541854e298c2d976cb893b81343,RS,61,69,23,16735.979999999985,14,0
2018-01-01,941554c5757b73ba0e50aa7732310afc,SP,3,4,2,107.69,214,1
2018-01-01,9449f25aeaf531019b76999ea49a6949,RJ,8,8,7,1739.5600000000002,92,0
2018-01-01,9485a23c0430ba1d58d359391606fce6,SP,4,4,4,830.9,3,1
2018-01-01,94b9108d4b637ba65bb4f1e53cfcf8d8,SP,2,2,1,7.7,63,0
2018-01-01,94c49f20a123aeb9360dbf80ff912bf6,SP,3,3,2,277.75,208,1
2018-01-01,94ca168e8bcb407ab85c5da308863027,SP,1,1,1,38.9,40,0
2018-01-01,94e93ce877be27a515118dbfd2c2be41,SP,29,34,18,5436.58,109,1
2018-01-01,9535a841eecebed61a9fb1ac1cbb5597,SP,2,2,2,784.9,322,1
2018-01-01,9539213aa8e023c01937bef95dc006da,SP,1,1,1,19.9,32,0
2018-01-01,954e95f20808d7e5d11f0de292d078e0,MG,3,4,2,158.78,35,1
2018-01-01,9558aa23f77a9e0a0eca83540999f43b,PR,1,1,1,39.0,243,1
2018-01-01,955fee9216a65b617aa5c0531780ce60,SP,178,219,29,17480.849999999995,0,0
2018-01-01,9596c870880d900012f2e8e6e30d06d7,MG,6,6,2,4039.6000000000004,18,0
2018-01-01,95b293867b5862941c9cd74f756a3c68,SP,1,1,1,108.9,34,0
2018-01-01,95e03ca3d4146e4011985981aeb959b9,RJ,113,124,35,8093.799999999988,3,0
2018-01-01,95f83f51203c626648c875dd41874c7f,MG,8,22,6,459.1500000000001,2,0
2018-01-01,9616352088dcf83a7c06637f4ebf1c80,PR,80,86,5,5025.999999999999,4,0
2018-01-01,961dff0a659b4561334372337dd897d9,RJ,3,3,3,7297.0,208,1
2018-01-01,9646c3513289980f17226a2fc4720dbd,SP,60,67,21,2749.5000000000023,24,0
2018-01-01,96493fab2fbb13a14d0c0e8772eef5c3,SP,43,44,38,12556.0,11,0
2018-01-01,9674754b5a0cb32b638cec001178f799,SP,51,55,27,2537.7100000000014,3,0
2018-01-01,96804ea39d96eb908e7c3afdb671bb9e,MG,26,28,4,2708.599999999999,1,0
2018-01-01,968ee78631915a63fef426d6733d7422,RS,2,2,1,450.0,32,1
2018-01-01,972d0f9cf61b499a4812cf0bfa3ad3c4,SC,19,23,9,1990.4600000000007,3,0
2018-01-01,973f21788dfab357250f69a8dcb7ddee,MG,4,10,6,408.0,87,0
2018-01-01,974cf2cb8f4b7add98709c30df02fe10,SP,4,4,2,336.96,12,0
2018-01-01,977f9f63dd360c2a32ece2f93ad6d306,SP,4,4,4,439.40000000000003,0,0
2018-01-01,97e995629983723d11830a829bc2b246,SP,1,1,1,154.9,52,0
2018-01-01,984c273121e743dd14767befe6cb17f5,SP,1,1,1,259.6,36,1
2018-01-01,9853a239ab7b7ebbdc3a21248d5b8e1f,PR,4,4,4,242.0,33,1
2018-01-01,989becdce12ebc39863c2bceab6f3ca1,PR,3,3,2,1475.0,31,0
2018-01-01,98dac6635aee4995d501a3972e047414,SP,44,92,30,2324.900000000002,8,0
2018-01-01,98e164d549402270247f3c96a1a158ef,SP,2,2,2,162.7,134,1
2018-01-01,98f52e1020fe788c10c0418de4393fec,RJ,1,1,1,21.6,144,1
2018-01-01,99002261c568a84cce14d43fcffb43ea,MT,2,2,2,210.0,53,0
2018-01-01,994f04b3718c2bab35c2adfa8afecd2a,SP,16,23,11,1278.7000000000003,5,0
2018-01-01,9996ae921c50e8dff411ac69c0b4bb8b,SP,2,3,3,29.700000000000003,68,1
2018-01-01,999f6d9a1c7c81f43be44c6b7d076210,SP,2,2,1,28.0,301,1
2018-01-01,99eaacc9e6046db1c82b163c5f84869f,SP,61,65,16,12153.279999999997,4,0
2018-01-01,9a84ba99f5367fdbd4598363496f1ea2,GO,12,12,2,763.4999999999999,48,0
2018-01-01,9add47bf45ce8e8c7db6b9cf670b1e09,PR,26,28,9,2618.9500000000007,74,0
2018-01-01,9b00cad94ef3078faf6fba2e792c158f,MG,1,1,1,354.9,11,1
2018-01-01,9b00ed88b7fdb95d6ff76e27c1b52d16,SP,25,28,15,808.2,5,0
2018-01-01,9b013e03b2ab786505a1d3b5c0756754,SP,33,44,14,1659.8900000000003,2,0
2018-01-01,9b1ab052f5fca308ba743ac789ebb2e1,PR,2,2,2,294.09000000000003,238,1
2018-01-01,9b522ba7eae9e1d04082f267144583cc,SP,2,3,2,1358.8,32,0
2018-01-01,9baf5cb77970f539089d09a38bcec5c3,SP,17,18,12,3412.819999999998,32,0
2018-01-01,9bc484c87d79cd4874e05ca182658045,SP,2,2,2,439.5,34,0
2018-01-01,9bcdfa7b615b3abb9461d9e3ad9886ae,SC,11,12,8,1332.27,36,0
2018-01-01,9bf11dfc0bec77e5a23028043c3c5a8f,MG,1,1,1,115.0,36,1
2018-01-01,9c068d10aca38e85c50202e17b4a7e88,MS,8,8,7,1374.6000000000001,37,0
2018-01-01,9c0e69c7bf2619675bbadf47b43f655a,SP,106,141,55,25299.690000000042,43,0
2018-01-01,9c3c24eca51c52b91c1de727d2a2ae06,RS,4,4,3,207.70000000000002,19,0
2018-01-01,9c57bc60cfad5ee62d35d3f1ce4593a1,PR,1,1,1,180.0,244,1
2018-01-01,9c690ceacd5c66731bf443ea810195cb,MG,1,1,1,99.9,129,0
2018-01-01,9cea4682e16655f7da87f406902e989e,PR,2,2,2,35.43,202,0
2018-01-01,9d39404483343dd55c7ae254494d8388,SP,3,3,2,93.9,28,0
2018-01-01,9d489893ff6af05029671b785f54b998,SP,1,2,1,79.8,191,1
2018-01-01,9d4db00d65d7760644ac0c14edb5fd86,SP,1,1,1,109.99,6,0
2018-01-01,9d5604a1f112324ad6b2aa552122e0fb,SP,2,2,1,79.0,26,0
2018-01-01,9d5a9018aee56acb367ba9c3f05d1d6a,GO,62,74,21,9322.349999999995,23,0
2018-01-01,9d7a1d34a5052409006425275ba1c2b4,SP,4,7,4,739.58,10,0
2018-01-01,9da1ca0bef29ee170e541927a5aeabdc,SP,6,6,2,1484.4,97,1
2018-01-01,9dd59e43f0c9f0553244e8f9c2fb247e,PR,7,7,6,257.8,5,0
2018-01-01,9dda5bbacd45e18d6485fee649205d09,MG,13,14,11,1036.1999999999998,12,0
2018-01-01,9de4643a8dbde634fe55621059d92273,SC,62,70,5,15027.44999999999,8,0
2018-01-01,9df5750209b83567ec144eb299d7d634,RS,4,4,4,1364.0,14,0
2018-01-01,9e25199f6ef7e7c347120ff175652c3b,SP,1,1,1,12.5,279,1
2018-01-01,9e6229250fedbe05838fef417b74e7fb,SP,2,2,1,359.8,9,0
2018-01-01,9e94fa26a70ede4d26226e918e8706a2,SP,1,1,1,62.8,149,1
2018-01-01,9e9b539eb2806acee3f5c28085c1db9f,MG,3,3,3,967.0,24,1
2018-01-01,9ed65337433adfbedefd23dd76eaa494,SP,1,1,1,285.0,12,0
2018-01-01,9ef932e837d8b7f392c0bfee9d359dc2,SP,1,1,1,59.9,41,1
2018-01-01,9f505651f4a6abe901a56cdc21508025,SP,50,55,27,3220.6199999999976,4,0
2018-01-01,9fbd5666d8618fa571c4230fafa09bd6,SP,1,1,1,79.9,123,1
2018-01-01,9fc70243fb26800cba56e8f014797004,MG,2,2,1,149.8,16,0
2018-01-01,9fe7c6641c79970ab48185498f547c09,SP,1,1,1,130.0,172,1
2018-01-01,a00824eb9093d40e589b940ec45c4eb0,SP,2,2,1,5999.98,82,0
2018-01-01,a0415d9b25ede3c4b1e477e9916ffc03,RJ,7,7,5,1549.3000000000002,48,0
2018-01-01,a066df7361163e7ddc5d7452dd17448b,SP,3,3,1,179.7,3,0
2018-01-01,a08692680c77d30a0b4280da5df01c5a,SP,5,14,4,2103.0,27,0
2018-01-01,a09a13f18ed27932d08438aa6f12756e,RS,1,1,1,29.9,64,1
2018-01-01,a1043bafd471dff536d0c462352beb48,MG,290,315,6,39844.17000000007,1,0
2018-01-01,a13580f0e8f782b7a543885a0ef99f08,RJ,9,9,4,1204.91,3,0
2018-01-01,a1474fd46fd3430168f7ec202da39408,SP,12,14,8,2752.5,70,1
2018-01-01,a1544b9ea0b2390e020537d4daa89049,SP,5,5,3,509.49999999999994,18,0
2018-01-01,a154d7316f158bb42e6fa18bbe3afd3a,SP,2,2,1,139.8,296,1
2018-01-01,a17f621c590ea0fab3d5d883e1630ec6,SP,55,66,31,2186.9199999999983,12,0
2018-01-01,a20d8058c866dbaeca014d2cd20ac62e,SP,1,1,1,597.0,10,0
2018-01-01,a23266650e7c84bb93fbbba502137478,RS,11,16,8,1512.4000000000005,2,1
2018-01-01,a2a41aedb70551d4a85aa04dc2fced48,SP,2,2,1,52.79,26,1
2018-01-01,a2b911e9ad40dc7d61c142a4683e2d85,RJ,1,1,1,85.9,235,1
2018-01-01,a2e874074c877c5a05abae80ad6e488f,SP,21,22,13,3223.8900000000003,5,0
2018-01-01,a2fa0bdc798ee84cdb08281337cf4fb6,SC,7,10,5,336.66,89,0
2018-01-01,a3082f442524a1be452e3189e003b361,SP,1,1,1,59.9,174,0
2018-01-01,a35124e2d763d7ca3fbe3b97d143200f,SP,4,7,2,411.5,237,1
2018-01-01,a353b1083c9863d756d9404695016d64,ES,1,1,1,120.0,24,1
2018-01-01,a35ef466c6fd6d052f5d241240d3c5e2,RS,3,3,3,569.9,92,1
2018-01-01,a369d693961cb93b61ca2cc518872a85,SP,3,6,4,857.0,23,0
2018-01-01,a36ac007a4d18f865c8d32c3b2402c2d,SP,8,8,3,1229.79,116,1
2018-01-01,a36b125ac6d5fdbc7f50de85c9157bdc,SP,16,18,6,949.8200000000002,33,0
2018-01-01,a37c340b91cb0169e8b029db6440fba2,SP,5,5,1,345.0,108,1
2018-01-01,a3a38f4affed601eb87a97788c949667,SC,205,214,92,21363.870000000043,12,0
2018-01-01,a3b0df0065e264a91b7bbf5f844af5cd,SP,2,2,2,186.69,99,1
2018-01-01,a3dd39f583bc80bd8c5901c95878921e,BA,30,32,3,4259.209999999999,25,0
2018-01-01,a3e9a2c700480d9bb01fba070ba80a0e,SP,56,67,38,5534.9,2,0
2018-01-01,a3f0b55de503387383c7b1de3ad7f678,PR,2,2,1,379.8,82,0
2018-01-01,a416b6a846a11724393025641d4edd5e,SP,82,97,57,13489.480000000001,12,0
2018-01-01,a420f60ff1aa9acc80d0e42959f2b313,SP,12,12,7,1452.0,17,0
2018-01-01,a425f92c199eb576938df686728acd20,PR,7,8,8,396.5,0,0
2018-01-01,a435b009cd956ea60748b5cfbddf2e24,SP,3,3,2,361.18,158,1
2018-01-01,a44fb5a447105f8469bdf16bf9159f25,RS,3,3,1,297.0,23,0
2018-01-01,a45765f8afb1e594b22bf9e974b46765,SP,1,1,1,79.99,297,1
2018-01-01,a478c7961d6a992065b24e63b366f90b,SC,7,8,4,1082.5,186,0
2018-01-01,a49928bcdf77c55c6d6e05e09a9b4ca5,SP,81,87,3,7280.39999999999,2,0
2018-01-01,a4b6b9b992b46e9ef863637af96e04bc,SC,5,7,4,4914.0,183,1
2018-01-01,a4bd6e9adf39b63f43dc545d3ca1f53d,RJ,3,3,3,1548.79,202,0
2018-01-01,a513150f33f99a06569e9cd5c4bb889b,SP,2,2,2,677.0,26,1
2018-01-01,a5259c149128e82c9d6d46e0c1c812bb,RO,5,5,4,1007.46,17,0
2018-01-01,a5bff0f43eb51f0cad7c37fac7244c8a,SP,4,5,2,445.0,95,1
2018-01-01,a5cba26a62b8b4d0145b68b841e62e7f,PR,8,9,8,2257.84,29,0
2018-01-01,a5dd1946fb63ada8bcaa0c9cd8f11e22,PE,3,3,3,134.18,33,0
2018-01-01,a673821011d0cec28146ea42f5ab767f,SP,62,69,22,6313.219999999993,12,0
2018-01-01,a67780aba9dd436e7ac0aa1f889e73ec,SP,2,2,2,343.8,33,0
2018-01-01,a6bd7d1ccdac48c6b33b28596b7eb122,PB,8,8,8,8064.5,26,0
2018-01-01,a6fe7de3d16f6149ffe280349a8535a0,SP,22,23,8,1307.7000000000003,3,0
2018-01-01,a70e9066dbfd10b6b97a3f54a1356762,PR,2,4,2,1716.0,41,1
2018-01-01,a7b7354cc588f7566a848bcbb1ce3d96,SP,2,2,1,79.8,282,1
2018-01-01,a7c53f6b3b61adbdaa99dda97e8cbd56,SP,1,1,1,99.0,300,1
2018-01-01,a7c88262832dfc683781d6a421edefae,SP,4,4,4,1111.0,204,0
2018-01-01,a7f13822ceb966b076af67121f87b063,SP,68,79,29,11406.799999999985,240,1
2018-01-01,a81466620e46a6970b22ef40379fdfc9,SC,2,2,1,321.8,79,1
2018-01-01,a888faf2d1baececa6baf9c3d603ee1f,PR,48,49,19,16315.299999999988,15,0
2018-01-01,a89e143d5211473ae18db9577ee34b64,SP,1,1,1,70.0,210,1
2018-01-01,a90a5da8b09e44264a177c0374a5ac87,PR,3,3,2,74.69999999999999,298,1
2018-01-01,a938325a4b357fd23a6a4d5bb126408e,RJ,10,11,9,1519.0,3,0
2018-01-01,a99504ac23ed125aaf5302af6cc30af9,SP,1,1,1,978.0,77,1
2018-01-01,a9ae440659f48b7849df83e82734150b,SP,1,1,1,285.0,79,1
2018-01-01,a9b533a26e898b12e8b8d4c07279bf4d,RJ,4,4,1,119.6,23,1
2018-01-01,aa17b35ce4de7b565be3249ba838944f,SP,2,2,1,79.8,121,1
2018-01-01,aa1eb17b9fdf6dfd546e25c45c7b9235,SP,1,1,1,27.99,30,0
2018-01-01,aac29b1b99776be73c3049939652091d,MG,64,80,9,5031.679999999995,2,0
2018-01-01,aadfe0417e61315688b6bd7043361e25,GO,1,1,1,289.9,150,1
2018-01-01,aae3bfea055532c57fb453ed3ec80b30,SP,45,47,5,2819.94,33,0
2018-01-01,aae5953b9edddf14749c0d65d60eb4b9,MG,2,2,2,173.0,74,1
2018-01-01,aaed1309374718fdd995ee4c58c9dfcd,SC,87,94,42,7460.349999999991,6,0
2018-01-01,aafe36600ce604f205b86b5084d3d767,SC,77,78,24,5877.599999999994,3,0
2018-01-01,ab27bbbad5239bc31a34709275a70db4,SP,1,4,1,143.6,61,1
2018-01-01,ab3e0c171fe84a7ba7de130f19cfb485,PR,4,4,2,343.65999999999997,123,0
2018-01-01,ab75b89cc49c9ab3160d0c91565a442a,SP,1,1,1,18.99,179,1
2018-01-01,ab9db4cf53b08b828b64dccaafc2d9f0,RS,2,2,1,51.98,200,0
2018-01-01,aba1721a889e04decc910aa13b768ef4,SP,42,44,38,6732.0,5,0
2018-01-01,abc015ebac1d283a323ca9db35ede4b9,SP,12,13,8,1106.8,22,1
2018-01-01,abcd2cb37d46c2c8fb1bf071c859fc5b,MT,15,16,12,1367.5400000000002,12,0
2018-01-01,abe021b01ba992245271b9aa422032df,PR,2,2,2,6720.0,235,1
2018-01-01,abe42c5d03695b4257b5c6cbf4e6784e,RJ,15,15,11,5811.0,4,0
2018-01-01,ac3508719a1d8f5b7614b798f70af136,RS,70,70,30,9129.639999999994,0,0
2018-01-01,ac6417315ae5da8f9a38ee11de6f7780,SP,5,5,4,592.4,9,0
2018-01-01,acadd4d36859671cb635527c6c977533,SP,1,1,1,46.0,15,0
2018-01-01,acb6c2ca5c82411c1fdb88d5fd5eb95e,SP,5,5,1,260.5,296,0
2018-01-01,aced59e9b31ef866a94f9e7f29d8d418,SP,40,46,14,4281.800000000001,4,0
2018-01-01,acf974e4d5950ad143a247471b831eb9,RS,5,12,3,423.80000000000007,62,1
2018-01-01,ad14615bdd492b01b0d97922e87cb87f,SC,1,1,1,8.25,324,1
2018-01-01,ad273c9eb54ecb4532de4bf75bae9e4e,PR,6,7,5,337.0,32,0
2018-01-01,ad420dd0c4f92f8af951ac24b86d0cf5,MG,17,19,13,1294.8700000000001,33,0
2018-01-01,ad781527c93d00d89a11eecd9dcad7c1,SP,26,26,2,4079.739999999998,36,0
2018-01-01,ad87df7699e83b8a91822a4a0b765c3a,SP,5,6,5,309.9,187,1
2018-01-01,ad8b531ae67582f096925cff5630d0d1,PR,2,2,2,198.45000000000002,37,1
2018-01-01,ad97a199236354e53fcd91a5a913e9a2,SC,6,6,3,3705.0,9,0
2018-01-01,adbc26658d6c7b4b6219f9d934598091,PR,40,42,7,5685.0,4,0
2018-01-01,adbe70ab2c97442046d393988c8d1d27,SP,5,5,2,289.5,80,1
2018-01-01,adcf50477d6a1f5d91bb9d54c4903cb5,MG,14,29,11,786.9499999999998,183,0
2018-01-01,ae45ad30c2d2e5913094769690a239d2,SP,1,2,1,251.8,23,1
2018-01-01,ae8bfdbf1c2a2a2dee92d799db0a31c6,PR,8,8,6,339.92,230,1
2018-01-01,af4a0e4cfe1d9c26b6712b1be25a72e5,MG,10,13,8,4680.15,30,0
2018-01-01,afa6714acee029b2dfdf357e5579cc03,SP,8,8,5,1562.93,28,0
2018-01-01,afe0067131b73e40875c9b6c10bd2e21,MG,42,42,7,4695.8,5,0
2018-01-01,b026643914f651e8371425e5b8a1e780,RJ,1,1,1,27.9,176,1
2018-01-01,b05b432bf68945d4d9783f9e3ca29ee8,SP,2,2,2,224.8,109,1
2018-01-01,b080809eaacb49e5ca07290981472431,MG,5,5,4,206.0,14,0
2018-01-01,b0b346d3a89f5eb4c2968af3f083cd43,SP,3,3,2,145.0,28,0
2018-01-01,b1204cfda1d4948679db3cfc0d3cb95c,SP,4,4,2,176.7,160,0
2018-01-01,b127efdabeffb5d559349c7b172eb75d,SP,10,10,10,308.5,228,1
2018-01-01,b12cfd255810394b60caef18ae163547,PR,2,2,1,560.0,37,1
2018-01-01,b14db04aa7881970e83ffa9426897925,SP,51,71,11,3971.9000000000005,15,0
2018-01-01,b17b679f4f5ce2e03ce6968c62648246,SP,27,27,18,1799.3400000000004,9,0
2018-01-01,b18dc380845b24038cfc48006478f099,SP,2,2,2,217.0,55,0
2018-01-01,b19f3ca2ea475913750f25a5c37c8d8f,MG,2,2,2,338.8,64,0
2018-01-01,b1aaae6b66ad3c40f54b389d7ea4bee0,SP,15,17,15,1176.5,221,1
2018-01-01,b1ac6ea7895bc3dd6f0f6f4abbdd2821,RS,38,38,3,2962.0,16,1
2018-01-01,b1b3948701c5c72445495bd161b83a4c,SP,14,14,2,21519.500000000004,143,1
2018-01-01,b1fc4f64df5a0e8b6913ab38803c57a9,RJ,44,54,5,3397.919999999999,3,0
2018-01-01,b1fecf4da1fa2689bccffa0121953643,MS,17,18,8,3357.8400000000006,218,1
2018-01-01,b2a6d334e2833acea353624840e25a0e,SP,13,14,3,827.1800000000001,36,0
2018-01-01,b2ac621f0d0322434d04a12b078b9369,PR,10,10,6,3642.8,34,0
2018-01-01,b2ba3715d723d245138f291a6fe42594,SP,210,224,106,32151.690000000133,2,0
2018-01-01,b2eecf5ea250510da76590ca79d60e5d,SP,9,11,5,1060.0,50,1
2018-01-01,b2f4d63c7203f539a78252565ca32257,RJ,1,1,1,14.9,113,1
2018-01-01,b32be1695eb7ec5f10f72d9610a12527,RS,8,8,4,5478.0,6,0
2018-01-01,b335c59ab742f751a85db9c411a86739,MG,28,29,18,2360.3100000000004,19,1
2018-01-01,b33e7c55446eabf8fe1a42d037ac7d6d,SP,80,82,15,21495.25000000001,1,0
2018-01-01,b347677812ea483b0f528eaf8cbc09b7,PR,4,4,2,1295.0,19,0
2018-01-01,b372ee768ed69e46ca8cdbd267aa7a38,SP,33,36,16,6265.0,10,0
2018-01-01,b37c4c02bda3161a7546a4e6d222d5b2,SP,2,9,2,13615.0,90,0
2018-01-01,b39d7fe263ef469605dbb32608aee0af,SP,3,3,3,389.70000000000005,14,0
2018-01-01,b3e2faf2c1004d674f16a3aa3197f0e1,SP,3,3,3,61.47,234,1
2018-01-01,b3f19518fcec265b2e97af287725f981,SP,8,8,4,444.92,130,1
2018-01-01,b416191c9813d821a295cfabafff4161,SP,2,2,1,117.8,137,1
2018-01-01,b45d7ebfb7378630f1bcd74b6ff86ff7,MG,3,3,1,899.6999999999999,87,1
2018-01-01,b499c00f28f4b7069ff6550af8c1348a,SP,47,58,34,3007.4199999999955,5,0
2018-01-01,b4a476fbd28de64b1e347abf9089366a,SP,26,31,10,3673.04,30,0
2018-01-01,b4ffb71f0cb1b1c3d63fad021ecf93e1,SP,65,81,56,3063.5299999999993,5,0
2018-01-01,b55638ad525e906c698fa2ce742c1742,SC,3,4,2,221.8,40,0
2018-01-01,b56828a9f9027f3c918c04ca720d9e3c,SP,1,1,1,120.0,89,0
2018-01-01,b56906f7fd1696e043f1bcce164c487b,SP,17,17,7,899.05,12,0
2018-01-01,b5abf4f36adc043117b4fca82c22984c,DF,3,4,3,561.5999999999999,23,0
2018-01-01,b5e3e38609125694d2ea2417522a60b7,SC,16,17,10,995.0400000000001,103,1
2018-01-01,b6d44737c043328708f6749c2dbe50bd,SP,21,27,12,1969.2000000000003,52,0
2018-01-01,b6dc74ed30f124f95227bed4e43a3bed,PR,9,10,6,387.56,26,1
2018-01-01,b6e1504972665f739dec4facb9943775,SP,9,9,6,947.0799999999998,34,0
2018-01-01,b76a1f8356322f12529c37b67d5c96c2,SP,1,1,1,114.9,12,0
2018-01-01,b76dba6c951ab00dc4edf0a1aa88037e,SP,109,116,23,1528.0800000000013,11,0
2018-01-01,b77a27b1864483e721dc831d5ba4afa0,RJ,1,1,1,20.9,276,1
2018-01-01,b7cc6c5e001441ae8cdd5c69a480cbe4,SC,5,5,4,452.8,37,1
2018-01-01,b7d5b4b87af9d42b601865d3f3810bff,SC,1,1,1,350.0,239,1
2018-01-01,b7e1750c1157341d2abd0251e07c186b,SP,3,4,4,159.6,255,1
2018-01-01,b7ed9fb14c8eadb37adb9c45d67ab0fb,SP,6,10,5,501.1,10,1
2018-01-01,b83cedfb587e7911540e3f576d6917ce,SP,20,21,14,1856.99,26,0
2018-01-01,b8555308bfdb4ca1ed54325a58da9a97,SP,2,3,1,284.70000000000005,3,0
2018-01-01,b8630e1121437d41cb08e3c749c2c2e2,RJ,1,1,1,2399.0,36,0
2018-01-01,b88e7c57cb2d8b973b7dd4a2bfa14b36,PR,4,4,3,353.9,30,1
2018-01-01,b8bc237ba3788b23da09c0f1f3a3288c,SC,14,14,1,3806.9300000000003,1,0
2018-01-01,b8d890108a7a80e4f5d59eea9f362438,PR,2,3,2,89.69999999999999,73,1
2018-01-01,b90e891671cffd9557f33a97dc523645,PR,6,6,5,796.0,15,0
2018-01-01,b92e3c8f9738272ff7c59e111e108d7c,MG,37,40,24,4640.090000000001,6,0
2018-01-01,b94cc9f10ddc85e4ba73a6f7974e7101,RJ,23,23,6,14047.699999999995,37,0
2018-01-01,b98b715fe9e276204e2a3464f48cd796,SP,3,3,1,239.70000000000002,311,0
2018-01-01,b9a03475e6447e631b6799ec8274800f,PR,5,5,5,622.6,20,0
2018-01-01,b9c0ffa92f3ff9a5a3d45ef7213c0842,SP,3,3,2,490.0,15,1
2018-01-01,ba6b68b55fe8704377a7d43c8e5c0185,MG,5,5,3,739.77,211,1
2018-01-01,baa49d93c8c8841e27400a300f5d74b2,SC,6,6,3,246.4,209,1
2018-01-01,bab0a8cd684e41ba6e2637dca0979d3b,RJ,1,1,1,269.9,131,1
2018-01-01,bacb1f0ed56ad24198f5810d2b3fe9a5,SP,37,37,20,5898.149999999998,28,0
2018-01-01,baeda7047354773262ba2405f97038ba,SP,1,1,1,35.0,92,1
2018-01-01,baf15155e37ef5492731459bdc05be8a,SP,1,1,1,47.0,290,1
2018-01-01,bafc5aa11e413978be29040f51342e70,MG,5,5,4,1069.77,2,0
2018-01-01,bb135baca94c82fcb731335ad5b04a03,SP,11,27,10,536.3999999999999,17,0
